X,Y,OBJECTID,DATE_,SITE,PROBE,TEMP_C,CONDUCTIVI,SP_CONDUCT,SALINITY,DISS_OXYGE,COMMENTS,UTM_E,UTM_N
-12870915.7261,3923476.2963,315,2005/11/01 00:00:00+00,Alamo River,4.0,23.2,56.0,58.2,47.6,2.0, ,628480,3675635
-12879300.2081,3913176.1348,316,2005/11/02 00:00:00+00,New River,4.0,22.9,56.5,58.8,48.3,9.8, ,621567,3666958
-12870915.7261,3923476.2963,317,2005/11/02 00:00:00+00,Alamo River,4.0,23.2,57.0,59.0,48.6,2.3, ,628480,3675635
-12895737.4548,3952891.3244,318,2005/11/03 00:00:00+00,Bat Caves,4.0,22.7,55.7,58.5,48.0,9.7, ,607427,3699864
-12895737.4548,3952891.3244,319,2005/11/04 00:00:00+00,Bat Caves,4.0,22.5,55.6,58.3,47.7,6.0, ,607427,3699864
-12894448.6437,3919637.7002,320,2005/11/07 00:00:00+00,Test Base,4.0,22.1,55.6,58.9,48.5,0.6, ,608813,3672196
-12894448.6437,3919637.7002,321,2005/11/08 00:00:00+00,Test Base,4.0,22.4,55.8,58.9,48.5,0.5, ,608813,3672196
-12906353.2527,3964286.9348,322,2006/01/05 00:00:00+00,North Shore,4.0,15.7,46.0,55.5,44.2,3.7, ,598465,3709237
-12918978.9415,3962128.9618,323,2006/01/05 00:00:00+00,Whitewater River,4.0,15.8,44.8,54.7,43.3,4.1, ,587948,3707343
-12906353.2527,3964286.9348,324,2006/01/06 00:00:00+00,North Shore,4.0,15.7,46.3,56.5,45.4,3.4, ,598465,3709237
-12918978.9415,3962128.9618,325,2006/01/06 00:00:00+00,Whitewater River,4.0,15.1,45.1,55.7,44.5,4.3, ,587948,3707343
-12917367.5293,3952583.1879,326,2006/01/11 00:00:00+00,North Desert Shores,4.0,15.3,45.0,55.3,44.0,6.9, ,589366,3699424
-12908343.5215,3941190.3219,327,2006/01/11 00:00:00+00,The Dome,4.0,15.4,45.6,55.9,44.7,8.6, ,596997,3690022
-12908343.5215,3941190.3219,328,2006/01/12 00:00:00+00,The Dome,4.0,15.5,46.0,56.7,45.7,8.6, ,596997,3690022
-12917367.5293,3952583.1879,329,2006/01/12 00:00:00+00,North Desert Shores,4.0,14.9,45.2,56.1,44.9,7.0, ,589366,3699424
-12895737.4548,3952891.3244,330,2006/01/17 00:00:00+00,Bat Caves,4.0,15.3,46.0,56.5,45.4,5.9, ,607427,3699864
-12886715.1589,3942739.9842,331,2006/01/17 00:00:00+00,The Cliffs,4.0,14.9,45.0,55.9,44.7,7.3, ,615062,3691509
-12895737.4548,3952891.3244,332,2006/01/18 00:00:00+00,Bat Caves,4.0,15.3,46.3,56.9,45.9,7.9, ,607427,3699864
-12886715.1589,3942739.9842,333,2006/01/18 00:00:00+00,The Cliffs,4.0,15.0,45.5,56.3,45.2,8.2, ,615062,3691509
-12870894.0266,3935316.5046,334,2006/01/24 00:00:00+00,North Wister,4.0,13.3,42.5,54.8,43.4,8.4, ,628368,3685497
-12870894.0266,3935316.5046,335,2006/01/25 00:00:00+00,North Wister,4.0,13.7,43.1,55.2,43.9,11.9, ,628368,3685497
-12870915.7261,3923476.2963,336,2006/01/25 00:00:00+00,Alamo River,4.0,14.0,43.7,55.4,44.1,8.2, ,628480,3675635
-12870915.7261,3923476.2963,337,2006/01/26 00:00:00+00,Alamo River,4.0,14.1,43.2,54.7,43.3,7.0, ,628480,3675635
-12879300.2081,3913176.1348,338,2006/01/26 00:00:00+00,New River,4.0,13.8,43.7,55.5,44.2,9.5, ,621567,3666958
-12879300.2081,3913176.1348,339,2006/01/27 00:00:00+00,New River,4.0,14.2,43.5,55.0,43.6,11.9, ,621567,3666958
-12898906.8272,3931692.0641,340,2006/02/01 00:00:00+00,South Salton City,4.0,15.7,43.4,52.9,41.2,13.3, ,604971,3682198
-12894448.6437,3919637.7002,341,2006/02/01 00:00:00+00,Test Base,4.0,15.8,45.1,54.9,43.5,13.0, ,608813,3672196
-12898906.8272,3931692.0641,342,2006/02/02 00:00:00+00,South Salton City,4.0,15.4,44.3,54.3,42.8,14.2, ,604971,3682198
-12894448.6437,3919637.7002,343,2006/02/02 00:00:00+00,Test Base,4.0,15.7,45.6,55.6,44.3,16.4, ,608813,3672196
-12870894.0266,3935316.5046,344,2006/04/06 00:00:00+00,North Wister,4.0,18.3,46.0,52.4,40.6,8.3, ,628368,3685497
-12886715.1589,3942739.9842,345,2006/04/06 00:00:00+00,The Cliffs,4.0,17.5,49.7,58.1,47.4,9.8, ,615062,3691509
-12870894.0266,3935316.5046,346,2006/04/07 00:00:00+00,North Wister,4.0,19.4,48.8,54.8,43.4,13.1, ,628368,3685497
-12886715.1589,3942739.9842,347,2006/04/07 00:00:00+00,The Cliffs,4.0,19.5,50.1,56.0,44.8,13.4, ,615062,3691509
-12918978.9415,3962128.9618,348,2006/04/11 00:00:00+00,Whitewater River,4.0,19.0,52.1,59.0,48.6,7.3, ,587948,3707343
-12917367.5293,3952583.1879,349,2006/04/11 00:00:00+00,North Desert Shores,4.0,18.5,50.1,57.2,46.3,8.3, ,589366,3699424
-12918978.9415,3962128.9618,350,2006/04/12 00:00:00+00,Whitewater River,4.0,20.5,53.9,58.3,47.7,12.8, ,587948,3707343
-12917367.5293,3952583.1879,351,2006/04/12 00:00:00+00,North Desert Shores,4.0,20.1,53.0,58.5,48.0,12.7, ,589366,3699424
-12898906.8272,3931692.0641,352,2006/04/13 00:00:00+00,South Salton City,4.0,19.3,52.1,58.5,48.0,10.4, ,604971,3682198
-12908343.5215,3941190.3219,353,2006/04/13 00:00:00+00,The Dome,4.0,20.3,52.8,58.0,47.3,11.7, ,596997,3690022
-12898906.8272,3931692.0641,354,2006/04/14 00:00:00+00,South Salton City,4.0,22.0,55.1,58.4,47.8,12.6, ,604971,3682198
-12908343.5215,3941190.3219,355,2006/04/14 00:00:00+00,The Dome,4.0,22.7,55.1,57.6,46.8,12.8, ,596997,3690022
-12895737.4548,3952891.3244,356,2006/04/19 00:00:00+00,Bat Caves,4.0,20.1,53.4,58.8,48.3,11.4, ,607427,3699864
-12906353.2527,3964286.9348,357,2006/04/19 00:00:00+00,North Shore,4.0,18.7,50.9,58.0,47.3,7.2, ,598465,3709237
-12895737.4548,3952891.3244,358,2006/04/20 00:00:00+00,Bat Caves,4.0,21.6,54.5,57.8,47.1,15.1, ,607427,3699864
-12906353.2527,3964286.9348,359,2006/04/20 00:00:00+00,North Shore,4.0,21.3,54.3,58.5,48.0,13.7, ,598465,3709237
-12870915.7261,3923476.2963,360,2006/04/24 00:00:00+00,Alamo River,4.0,19.4,48.0,54.0,42.4,10.5, ,628480,3675635
-12870915.7261,3923476.2963,361,2006/04/25 00:00:00+00,Alamo River,4.0,19.5,51.5,57.5,46.7,8.1, ,628480,3675635
-12879300.2081,3913176.1348,362,2006/04/27 00:00:00+00,New River,4.0,19.8,51.0,56.7,45.7,10.4, ,621567,3666958
-12879300.2081,3913176.1348,363,2006/04/28 00:00:00+00,New River,4.0,20.0,52.0,57.5,46.7,13.2, ,621567,3666958
-12894448.6437,3919637.7002,364,2006/05/02 00:00:00+00,Test Base,4.0,22.5,55.7,58.5,48.0,13.6, ,608813,3672196
-12894448.6437,3919637.7002,365,2006/05/03 00:00:00+00,Test Base,4.0,22.7,56.6,58.7,48.2,11.1, ,608813,3672196
-12906353.2527,3964286.9348,366,2006/07/06 00:00:00+00,North Shore,4.0,32.3,64.0,56.1,44.9,7.8, ,598465,3709237
-12918978.9415,3962128.9618,367,2006/07/06 00:00:00+00,Whitewater River,4.0,32.7,62.5,54.5,43.0,6.8, ,587948,3707343
-12906353.2527,3964286.9348,368,2006/07/07 00:00:00+00,North Shore,4.0,32.3,64.3,56.4,45.3,10.8, ,598465,3709237
-12918978.9415,3962128.9618,369,2006/07/07 00:00:00+00,Whitewater River,4.0,32.9,65.3,56.6,45.6,4.8, ,587948,3707343
-12917367.5293,3952583.1879,370,2006/07/10 00:00:00+00,North Desert Shores,4.0,31.4,63.9,57.0,46.1,2.3, ,589366,3699424
-12908343.5215,3941190.3219,371,2006/07/10 00:00:00+00,The Dome,4.0,31.4,64.3,57.3,46.4,5.3, ,596997,3690022
-12917367.5293,3952583.1879,372,2006/07/11 00:00:00+00,North Desert Shores,4.0,31.4,63.3,56.5,45.4,0.3, ,589366,3699424
-12908343.5215,3941190.3219,373,2006/07/11 00:00:00+00,The Dome,4.0,30.6,63.2,57.0,46.1,3.6, ,596997,3690022
-12895737.4548,3952891.3244,374,2006/07/12 00:00:00+00,Bat Caves,4.0,32.5,65.3,56.9,45.9,5.7, ,607427,3699864
-12886715.1589,3942739.9842,375,2006/07/12 00:00:00+00,The Cliffs,4.0,31.7,63.3,56.2,45.1,2.4, ,615062,3691509
-12895737.4548,3952891.3244,376,2006/07/13 00:00:00+00,Bat Caves,4.0,32.7,65.9,57.4,46.6,4.8, ,607427,3699864
-12886715.1589,3942739.9842,377,2006/07/13 00:00:00+00,The Cliffs,4.0,32.7,65.3,56.9,45.9,5.6, ,615062,3691509
-12870915.7261,3923476.2963,378,2006/07/17 00:00:00+00,Alamo River,4.0,31.4,62.4,55.6,44.3,1.4, ,628480,3675635
-12870894.0266,3935316.5046,379,2006/07/17 00:00:00+00,North Wister,4.0,33.3,64.1,55.3,44.0,6.2, ,628368,3685497
-12870915.7261,3923476.2963,380,2006/07/18 00:00:00+00,Alamo River,4.0,30.8,63.4,57.1,46.2,0.0, ,628480,3675635
-12870894.0266,3935316.5046,381,2006/07/18 00:00:00+00,North Wister,4.0,31.9,63.9,56.7,45.7,2.2, ,628368,3685497
-12898906.8272,3931692.0641,382,2006/07/19 00:00:00+00,South Salton City,4.0,33.0,67.5,58.5,48.0,2.3, ,604971,3682198
-12894448.6437,3919637.7002,383,2006/07/19 00:00:00+00,Test Base,4.0,33.5,67.7,58.2,47.6,8.0, ,608813,3672196
-12898906.8272,3931692.0641,384,2006/07/20 00:00:00+00,South Salton City,4.0,32.3,66.0,57.9,47.2,0.9, ,604971,3682198
-12894448.6437,3919637.7002,385,2006/07/20 00:00:00+00,Test Base,4.0,32.6,66.6,58.2,47.6,0.3, ,608813,3672196
-12879300.2081,3913176.1348,386,2006/07/24 00:00:00+00,New River,4.0,33.6,67.5,58.2,47.6,0.2, ,621567,3666958
-12879300.2081,3913176.1348,387,2006/07/25 00:00:00+00,New River,4.0,33.0,62.3,55.9,44.7,0.7, ,621567,3666958
-12870894.0266,3935316.5046,388,2006/10/10 00:00:00+00,North Wister,4.0,24.7,47.6,48.0,35.9,8.8, ,628368,3685497
-12886715.1589,3942739.9842,389,2006/10/10 00:00:00+00,The Cliffs,4.0,23.8,52.3,53.5,41.8,5.7, ,615062,3691509
-12870894.0266,3935316.5046,390,2006/10/11 00:00:00+00,North Wister,4.0,24.6,53.2,53.8,42.2,9.2, ,628368,3685497
-12886715.1589,3942739.9842,391,2006/10/11 00:00:00+00,The Cliffs,4.0,24.8,56.2,56.3,45.2,4.7, ,615062,3691509
-12918978.9415,3962128.9618,392,2006/10/12 00:00:00+00,Whitewater River,4.0,25.9,57.9,56.9,45.9,4.8, ,587948,3707343
-12918978.9415,3962128.9618,393,2006/10/13 00:00:00+00,Whitewater River,4.0,25.4,54.8,54.4,42.9,3.7, ,587948,3707343
-12879300.2081,3913176.1348,394,2006/10/18 00:00:00+00,New River,4.0,22.3,48.3,51.1,39.1,2.5, ,621567,3666958
-12879300.2081,3913176.1348,395,2006/10/19 00:00:00+00,New River,4.0,22.9,51.9,54.0,42.4,5.4, ,621567,3666958
-12906353.2527,3964286.9348,396,2006/10/24 00:00:00+00,North Shore,4.0,24.0,51.5,52.5,40.7,5.7, ,598465,3709237
-12895737.4548,3952891.3244,397,2006/10/25 00:00:00+00,Bat Caves,4.0,24.0,52.0,53.2,41.5,9.4, ,607427,3699864
-12906353.2527,3964286.9348,398,2006/10/25 00:00:00+00,North Shore,4.0,24.4,54.2,54.8,43.4,4.0, ,598465,3709237
-12870915.7261,3923476.2963,399,2006/10/26 00:00:00+00,Alamo River,4.0,22.7,53.1,55.6,44.3,3.2, ,628480,3675635
-12895737.4548,3952891.3244,400,2006/10/26 00:00:00+00,Bat Caves,4.0,23.4,54.8,56.6,45.6,2.7, ,607427,3699864
-12870915.7261,3923476.2963,401,2006/10/27 00:00:00+00,Alamo River,4.0,22.5,52.8,55.7,44.5,5.9, ,628480,3675635
-12894448.6437,3919637.7002,402,2006/10/31 00:00:00+00,Test Base,4.0,22.1,54.2,57.2,46.3,3.4, ,608813,3672196
-12898906.8272,3931692.0641,403,2006/11/01 00:00:00+00,South Salton City,4.0,21.5,50.8,54.5,43.0,5.0, ,604971,3682198
-12894448.6437,3919637.7002,404,2006/11/01 00:00:00+00,Test Base,4.0,22.3,53.9,56.6,45.6,5.0, ,608813,3672196
-12898906.8272,3931692.0641,405,2006/11/02 00:00:00+00,South Salton City,4.0,21.6,53.1,56.8,45.8,5.4, ,604971,3682198
-12908343.5215,3941190.3219,406,2006/11/02 00:00:00+00,The Dome,4.0,21.5,51.0,54.6,43.1,3.8, ,596997,3690022
-12908343.5215,3941190.3219,407,2006/11/03 00:00:00+00,The Dome,4.0,22.2,53.7,56.7,45.7,6.6, ,596997,3690022
-12917367.5293,3952583.1879,408,2006/11/06 00:00:00+00,North Desert Shores,4.0,22.1,49.4,52.4,40.6,4.1, ,589366,3699424
-12917367.5293,3952583.1879,409,2006/11/07 00:00:00+00,North Desert Shores,4.0,21.8,47.8,51.1,39.1,3.3, ,589366,3699424
-12917367.5293,3952583.1879,410,2007/02/07 00:00:00+00,North Desert Shores,4.0,14.2,39.0,49.3,37.2,11.3, ,589366,3699424
-12918978.9415,3962128.9618,411,2007/02/07 00:00:00+00,Whitewater River,4.0,15.7,37.8,46.1,34.0,11.0, ,587948,3707343
-12917367.5293,3952583.1879,412,2007/02/08 00:00:00+00,North Desert Shores,4.0,16.3,45.7,54.9,43.5,16.3, ,589366,3699424
-12908343.5215,3941190.3219,413,2007/02/08 00:00:00+00,The Dome,4.0,13.9,37.7,48.0,35.9,14.9, ,596997,3690022
-12918978.9415,3962128.9618,414,2007/02/08 00:00:00+00,Whitewater River,4.0,15.0,43.8,54.1,42.5,3.2, ,587948,3707343
-12908343.5215,3941190.3219,415,2007/02/09 00:00:00+00,The Dome,4.0,14.0,44.7,56.7,45.7,15.4, ,596997,3690022
-12895737.4548,3952891.3244,416,2007/02/13 00:00:00+00,Bat Caves,4.0,15.1,47.5,58.4,47.8,9.3, ,607427,3699864
-12906353.2527,3964286.9348,417,2007/02/13 00:00:00+00,North Shore,4.0,14.2,46.4,58.6,48.1,7.3, ,598465,3709237
-12895737.4548,3952891.3244,418,2007/02/14 00:00:00+00,Bat Caves,4.0,15.5,48.2,58.8,48.3,10.4, ,607427,3699864
-12906353.2527,3964286.9348,419,2007/02/14 00:00:00+00,North Shore,4.0,13.8,45.5,58.0,47.3,5.7, ,598465,3709237
-12898906.8272,3931692.0641,420,2007/02/15 00:00:00+00,South Salton City,4.0,15.0,48.0,59.5,49.3,11.9, ,604971,3682198
-12898906.8272,3931692.0641,421,2007/02/16 00:00:00+00,South Salton City,4.0,14.8,46.5,57.8,47.1,10.2, ,604971,3682198
-12879300.2081,3913176.1348,422,2007/02/20 00:00:00+00,New River,4.0,14.9,47.2,58.5,48.0,9.3, ,621567,3666958
-12894448.6437,3919637.7002,423,2007/02/20 00:00:00+00,Test Base,4.0,14.1,47.5,60.0,49.9,9.2, ,608813,3672196
-12879300.2081,3913176.1348,424,2007/02/21 00:00:00+00,New River,4.0,15.2,47.2,58.3,47.7,8.7, ,621567,3666958
-12894448.6437,3919637.7002,425,2007/02/21 00:00:00+00,Test Base,4.0,14.0,47.6,60.0,49.9,8.0, ,608813,3672196
-12870915.7261,3923476.2963,426,2007/03/01 00:00:00+00,Alamo River,4.0,13.5,46.1,58.9,48.5,8.3, ,628480,3675635
-12870894.0266,3935316.5046,427,2007/03/01 00:00:00+00,North Wister,4.0,14.8,47.0,58.3,47.7,7.4, ,628368,3685497
-12886715.1589,3942739.9842,428,2007/03/01 00:00:00+00,The Cliffs,4.0,15.0,48.5,59.9,49.8,9.7, ,615062,3691509
-12870915.7261,3923476.2963,429,2007/03/02 00:00:00+00,Alamo River,4.0,15.3,47.4,57.5,46.7,15.0, ,628480,3675635
-12870894.0266,3935316.5046,430,2007/03/02 00:00:00+00,North Wister,4.0,13.3,45.0,58.0,47.3,11.3, ,628368,3685497
-12886715.1589,3942739.9842,431,2007/03/02 00:00:00+00,The Cliffs,4.0,14.7,48.3,60.1,50.1,7.3, ,615062,3691509
-12918978.9415,3962128.9618,432,2007/04/09 00:00:00+00,Whitewater River,4.0,19.9,52.4,58.4,47.8,1.3, ,587948,3707343
-12906353.2527,3964286.9348,433,2007/04/10 00:00:00+00,North Shore,4.0,20.5,55.0,60.2,50.2,4.5, ,598465,3709237
-12918978.9415,3962128.9618,434,2007/04/10 00:00:00+00,Whitewater River,4.0,19.2,53.1,59.8,49.7,0.9, ,587948,3707343
-12906353.2527,3964286.9348,435,2007/04/11 00:00:00+00,North Shore,4.0,23.1,57.7,59.8,49.7,9.0, ,598465,3709237
-12898906.8272,3931692.0641,436,2007/04/17 00:00:00+00,South Salton City,4.0,19.0,53.4,60.4,50.5,5.4, ,604971,3682198
-12908343.5215,3941190.3219,437,2007/04/17 00:00:00+00,The Dome,4.0,19.5,52.7,58.9,48.5,4.9, ,596997,3690022
-12898906.8272,3931692.0641,438,2007/04/18 00:00:00+00,South Salton City,4.0,19.5,54.1,60.4,50.5,4.6, ,604971,3682198
-12908343.5215,3941190.3219,439,2007/04/18 00:00:00+00,The Dome,4.0,19.5,53.2,59.6,49.4,4.4, ,596997,3690022
-12879300.2081,3913176.1348,440,2007/04/24 00:00:00+00,New River,4.0,18.1,50.9,58.6,48.1,5.5, ,621567,3666958
-12894448.6437,3919637.7002,441,2007/04/24 00:00:00+00,Test Base,4.0,19.8,54.2,60.2,50.2,4.1, ,608813,3672196
-12879300.2081,3913176.1348,442,2007/04/25 00:00:00+00,New River,4.0,21.3,54.6,58.9,48.5,8.1, ,621567,3666958
-12894448.6437,3919637.7002,443,2007/04/25 00:00:00+00,Test Base,4.0,19.5,54.0,60.2,50.2,3.3, ,608813,3672196
-12917367.5293,3952583.1879,444,2007/04/26 00:00:00+00,North Desert Shores,4.0,23.0,57.4,59.7,49.5,7.9, ,589366,3699424
-12917367.5293,3952583.1879,445,2007/04/27 00:00:00+00,North Desert Shores,4.0,22.8,57.7,60.2,50.2,9.2, ,589366,3699424
-12895737.4548,3952891.3244,446,2007/05/01 00:00:00+00,Bat Caves,4.0,24.4,58.6,59.3,49.0,11.4, ,607427,3699864
-12886715.1589,3942739.9842,447,2007/05/01 00:00:00+00,The Cliffs,4.0,24.0,58.7,59.7,49.5,7.4, ,615062,3691509
-12895737.4548,3952891.3244,448,2007/05/02 00:00:00+00,Bat Caves,4.0,23.6,57.9,59.6,49.4,7.3, ,607427,3699864
-12886715.1589,3942739.9842,449,2007/05/02 00:00:00+00,The Cliffs,4.0,22.9,57.8,60.0,49.9,4.8, ,615062,3691509
-12870915.7261,3923476.2963,450,2007/05/08 00:00:00+00,Alamo River,4.0,23.6,57.9,59.3,49.0,7.7, ,628480,3675635
-12870894.0266,3935316.5046,451,2007/05/08 00:00:00+00,North Wister,4.0,21.7,48.4,52.4,40.6,15.3, ,628368,3685497
-12870915.7261,3923476.2963,452,2007/07/10 00:00:00+00,Alamo River,4.0,29.2,64.5,59.8,49.7,1.1, ,628480,3675635
-12870915.7261,3923476.2963,453,2007/07/11 00:00:00+00,Alamo River,4.0,28.4,63.0,58.9,48.5,1.2, ,628480,3675635
-12870894.0266,3935316.5046,454,2007/07/11 00:00:00+00,North Wister,4.0,30.2,59.8,70.0,64.5,4.4, ,628368,3685497
-12870894.0266,3935316.5046,455,2007/07/12 00:00:00+00,North Wister,4.0,30.3,73.5,65.8,58.1,4.2, ,628368,3685497
-12886715.1589,3942739.9842,456,2007/07/12 00:00:00+00,The Cliffs,4.0,30.9,67.3,60.7,50.9,4.2, ,615062,3691509
-12895737.4548,3952891.3244,457,2007/07/17 00:00:00+00,Bat Caves,4.0,31.2,65.9,59.0,48.6,0.5, ,607427,3699864
-12895737.4548,3952891.3244,458,2007/07/18 00:00:00+00,Bat Caves,4.0,32.5,68.9,60.3,50.3,3.4, ,607427,3699864
-12906353.2527,3964286.9348,459,2007/07/18 00:00:00+00,North Shore,4.0,32.4,68.1,59.8,49.7,3.0, ,598465,3709237
-12906353.2527,3964286.9348,460,2007/07/19 00:00:00+00,North Shore,4.0,32.0,68.6,60.6,50.7,0.9, ,598465,3709237
-12918978.9415,3962128.9618,461,2007/07/19 00:00:00+00,Whitewater River,4.0,32.1,68.5,60.5,50.6,2.1, ,587948,3707343
-12918978.9415,3962128.9618,462,2007/07/20 00:00:00+00,Whitewater River,4.0,32.3,69.4,60.9,51.1,1.4, ,587948,3707343
-12917367.5293,3952583.1879,463,2007/07/23 00:00:00+00,North Desert Shores,4.0,32.0,67.5,59.7,49.5,2.0, ,589366,3699424
-12917367.5293,3952583.1879,464,2007/07/24 00:00:00+00,North Desert Shores,4.0,31.2,68.4,61.1,51.4,N/A, ,589366,3699424
-12908343.5215,3941190.3219,465,2007/07/24 00:00:00+00,The Dome,4.0,31.6,68.9,61.1,51.4,N/A, ,596997,3690022
-12898906.8272,3931692.0641,466,2007/07/25 00:00:00+00,South Salton City,4.0,32.1,70.3,61.9,52.5,3.0, ,604971,3682198
-12908343.5215,3941190.3219,467,2007/07/25 00:00:00+00,The Dome,4.0,31.0,68.7,61.6,52.1,1.2, ,596997,3690022
-12898906.8272,3931692.0641,468,2007/07/26 00:00:00+00,South Salton City,4.0,32.0,69.8,61.6,52.1,1.6, ,604971,3682198
-12879300.2081,3913176.1348,469,2007/07/30 00:00:00+00,New River,4.0,30.8,67.2,60.4,50.5,0.8, ,621567,3666958
-12879300.2081,3913176.1348,470,2007/07/31 00:00:00+00,New River,4.0,30.6,67.2,60.6,50.7,0.6, ,621567,3666958
-12894448.6437,3919637.7002,471,2007/07/31 00:00:00+00,Test Base,4.0,32.3,70.1,61.5,51.9,3.7, ,608813,3672196
-12894448.6437,3919637.7002,472,2007/08/01 00:00:00+00,Test Base,4.0,31.9,68.1,60.2,50.2,2.7, ,608813,3672196
